type,client,tx,amount
resolve,46916,4220001899,451.9664
resolve,26453,4220001900,284.1136
resolve,56708,4220001901,212.7771
resolve,53781,4220001902,240.0282
resolve,34945,4220001903,423.5607
resolve,59800,4220001904,443.3745
resolve,11618,4220001905,270.2422
resolve,27329,4220001906,251.3792
resolve,14767,4220001907,428.3938
resolve,14479,4220001908,479.6559
resolve,44064,4220001909,411.5185
resolve,6714,4220001910,452.9207
resolve,59653,4220001911,399.5272
resolve,24187,4220001912,231.2896
resolve,62993,4220001913,238.2623
resolve,6758,4220001914,431.7313
resolve,28294,4220001915,379.2791
resolve,47801,4220001916,261.848
resolve,12174,4220001917,253.3216
resolve,50637,4220001918,278.4152
resolve,57013,4220001919,498.3167
resolve,50887,4220001920,240.9815
resolve,35195,4220001921,475.1931
resolve,64466,4220001922,408.4817
resolve,52571,4220001923,353.8512
resolve,45957,4220001924,413.1195
resolve,61174,4220001925,241.6915
resolve,30607,4220001926,414.3816
resolve,61180,4220001927,441.5734
resolve,62439,4220001928,325.7548
resolve,12585,4220001929,391.2224
resolve,17933,4220001930,221.3391
resolve,58731,4220001931,347.9612
resolve,16662,4220001932,256.315
resolve,58830,4220001933,279.3573
resolve,58937,4220001934,366.6656
resolve,32073,4220001935,384.7994
resolve,12804,4220001936,398.4492
resolve,33569,4220001937,232.5391
resolve,58791,4220001938,456.6009
resolve,52572,4220001939,454.5056
resolve,65462,4220001940,260.4142
resolve,11334,4220001941,294.315
resolve,47454,4220001942,426.6954
resolve,63321,4220001943,408.12
resolve,52297,4220001944,312.238
resolve,41767,4220001945,231.289
resolve,20086,4220001946,327.5146
resolve,59221,4220001947,296.4055
resolve,31108,4220001948,248.0928
resolve,59220,4220001949,327.8595
resolve,12010,4220001950,413.4185
resolve,61639,4220001951,261.2038
resolve,45202,4220001952,272.3503
resolve,39957,4220001953,442.2997
resolve,17593,4220001954,455.2889
resolve,54969,4220001955,340.6305
resolve,18126,4220001956,468.1449
resolve,8009,4220001957,283.7049
resolve,60976,4220001958,382.5939
resolve,28816,4220001959,254.0204
resolve,40407,4220001960,299.6563
resolve,16973,4220001961,274.1681
resolve,42098,4220001962,396.5549
resolve,61877,4220001963,362.6958
resolve,39552,4220001964,313.9701
resolve,37885,4220001965,353.4998
resolve,10222,4220001966,344.3657
resolve,39429,4220001967,330.0028
resolve,40102,4220001968,326.5336
resolve,11481,4220001969,500.958
resolve,23176,4220001970,214.439
resolve,7868,4220001971,366.1124
resolve,49251,4220001972,253.5811
resolve,32256,4220001973,472.3705
resolve,63765,4220001974,371.4188
resolve,27220,4220001975,217.3078
resolve,7972,4220001976,366.3486
resolve,35930,4220001977,393.1716
resolve,7986,4220001978,413.8749
resolve,11110,4220001979,443.2719
resolve,44118,4220001980,327.794
resolve,54217,4220001981,398.0904
resolve,27391,4220001982,200.8593
resolve,58699,4220001983,400.9586
resolve,8298,4220001984,472.7191
resolve,34373,4220001985,464.4113
resolve,48683,4220001986,355.9874
resolve,53588,4220001987,436.7699
resolve,12501,4220001988,330.754
resolve,54274,4220001989,372.0588
resolve,65307,4220001990,273.0977
resolve,63066,4220001991,355.3522
resolve,34660,4220001992,451.3512
resolve,50541,4220001993,327.9925
resolve,18758,4220001994,275.3469
resolve,44692,4220001995,286.4362
resolve,22647,4220001996,262.4411
resolve,19567,4220001997,264.2821
resolve,30828,4220001998,298.464
resolve,61500,4220001999,392.1317
resolve,24533,4220002000,427.971
resolve,28955,4220002001,398.1101
resolve,52213,4220002002,233.4878
resolve,44815,4220002003,464.3046
resolve,9063,4220002004,364.9704
resolve,40498,4220002005,357.7291
resolve,14594,4220002006,389.5025
resolve,50823,4220002007,238.8049
resolve,10376,4220002008,291.7193
resolve,33506,4220002009,472.6523
resolve,27801,4220002010,434.224
resolve,45798,4220002011,256.9633
resolve,39857,4220002012,241.2371
resolve,18185,4220002013,299.7202
resolve,48042,4220002014,315.2865
resolve,56871,4220002015,476.511
resolve,33037,4220002016,218.106
resolve,30141,4220002017,385.2504
resolve,19015,4220002018,216.5686
resolve,63134,4220002019,238.396
resolve,63581,4220002020,228.59
resolve,44689,4220002021,448.8127
resolve,49327,4220002022,360.1285
resolve,46711,4220002023,225.2184
resolve,56567,4220002024,483.6346
resolve,17066,4220002025,284.9313
resolve,49301,4220002026,465.5302
resolve,29359,4220002027,311.3933
resolve,8227,4220002028,466.4613
resolve,41816,4220002029,442.96
resolve,13041,4220002030,321.4613
resolve,17722,4220002031,243.0494
resolve,12511,4220002032,234.3124
resolve,53512,4220002033,360.8703
resolve,38507,4220002034,241.9319
resolve,16717,4220002035,480.9426
resolve,42034,4220002036,243.1111
resolve,65463,4220002037,434.9494
resolve,25190,4220002038,328.6324
resolve,39674,4220002039,270.0346
resolve,23573,4220002040,406.4579
resolve,50496,4220002041,393.2738
resolve,56083,4220002042,337.1744
resolve,65226,4220002043,367.3934
resolve,64806,4220002044,300.6293
resolve,19345,4220002045,271.2244
resolve,47955,4220002046,330.0654
resolve,50284,4220002047,209.1121
resolve,62538,4220002048,377.8517
resolve,27593,4220002049,335.0098
resolve,46417,4220002050,235.617
resolve,7855,4220002051,230.1268
resolve,52541,4220002052,487.1577
resolve,18376,4220002053,252.0806
resolve,38820,4220002054,345.6038
resolve,32892,4220002055,246.3113
resolve,10166,4220002056,350.8467
resolve,44910,4220002057,376.6198
resolve,58234,4220002058,400.2372
resolve,42320,4220002059,321.2695
resolve,14838,4220002060,242.8321
resolve,27354,4220002061,230.5154
resolve,57549,4220002062,227.2727
resolve,14351,4220002063,430.0749
resolve,44086,4220002064,500.5397
resolve,56414,4220002065,388.2015
resolve,21305,4220002066,476.3723
resolve,56042,4220002067,302.9306
resolve,44846,4220002068,301.9455
resolve,32599,4220002069,447.9733
resolve,35406,4220002070,306.0554
resolve,51626,4220002071,336.8664
resolve,37850,4220002072,498.5677
resolve,44748,4220002073,263.3613
resolve,29687,4220002074,377.0263
resolve,36879,4220002075,316.5226
resolve,45254,4220002076,347.9259
resolve,15074,4220002077,265.3292
resolve,45484,4220002078,286.7225
resolve,8861,4220002079,483.2281
resolve,33114,4220002080,427.0653
resolve,38317,4220002081,431.6384
resolve,54842,4220002082,421.7428
resolve,46575,4220002083,217.1444
resolve,34725,4220002084,453.2639
resolve,13636,4220002085,401.7576
resolve,60808,4220002086,411.2462
resolve,46775,4220002087,431.1152
resolve,53304,4220002088,372.0244
resolve,7240,4220002089,437.1258
resolve,33467,4220002090,272.984
resolve,37189,4220002091,362.1575
resolve,64068,4220002092,474.3046
resolve,23364,4220002093,490.7586
resolve,28021,4220002094,235.8315
resolve,11678,4220002095,252.6667
resolve,58879,4220002096,320.9275
resolve,22837,4220002097,254.5932
resolve,25866,4220002098,425.508
resolve,27003,4220002099,490.9485
resolve,13716,4220002100,273.4643
resolve,19339,4220002101,349.394
resolve,29582,4220002102,397.5685
resolve,51033,4220002103,477.5114
resolve,62435,4220002104,288.5441
resolve,54821,4220002105,341.6021
resolve,39695,4220002106,494.6456
resolve,34866,4220002107,204.868
resolve,45268,4220002108,283.4241
resolve,44291,4220002109,300.5328
resolve,40490,4220002110,244.6814
resolve,52303,4220002111,387.7414
resolve,16153,4220002112,259.0032
resolve,54078,4220002113,415.5959
resolve,31629,4220002114,394.6454
resolve,34853,4220002115,311.2236
resolve,7905,4220002116,479.6055
resolve,41284,4220002117,252.4752
resolve,18236,4220002118,324.7498
resolve,44286,4220002119,285.9927
resolve,37895,4220002120,324.1883
resolve,55715,4220002121,227.6892
resolve,23689,4220002122,217.6925
resolve,26542,4220002123,340.6272
resolve,20299,4220002124,313.5376
resolve,13481,4220002125,332.8546
resolve,30801,4220002126,230.5143
resolve,45929,4220002127,323.352
resolve,8353,4220002128,392.9011
resolve,9335,4220002129,388.5771
resolve,37094,4220002130,212.2382
resolve,57125,4220002131,443.6298
resolve,56951,4220002132,457.4901
resolve,17284,4220002133,249.2959
resolve,41820,4220002134,327.5637
resolve,14873,4220002135,203.8676
resolve,63161,4220002136,233.5536
resolve,10220,4220002137,349.4232
resolve,36151,4220002138,281.3192
resolve,24756,4220002139,367.5496
resolve,8395,4220002140,466.3175
resolve,39288,4220002141,200.9675
resolve,46198,4220002142,331.1911
resolve,47943,4220002143,207.799
resolve,31815,4220002144,332.0514
resolve,25593,4220002145,379.0808
resolve,63271,4220002146,366.581
resolve,30899,4220002147,230.4154
resolve,59256,4220002148,210.1339
resolve,12303,4220002149,356.6864
resolve,36641,4220002150,276.3999
resolve,19219,4220002151,421.7966
resolve,45110,4220002152,468.3809
resolve,39600,4220002153,346.45
resolve,61553,4220002154,341.9986
resolve,29693,4220002155,452.6805
resolve,64726,4220002156,472.9741
resolve,20418,4220002157,230.2422
resolve,59756,4220002158,420.7022
resolve,17037,4220002159,399.0812
resolve,57672,4220002160,314.1998
resolve,40476,4220002161,478.5996
resolve,61974,4220002162,227.9986
resolve,54266,4220002163,418.4022
resolve,10593,4220002164,224.4297
resolve,22080,4220002165,438.0748
resolve,15582,4220002166,295.274
resolve,64350,4220002167,415.0303
resolve,30373,4220002168,387.5269
resolve,62183,4220002169,372.6496
resolve,53788,4220002170,292.5971
resolve,10933,4220002171,323.263
resolve,25266,4220002172,212.3614
resolve,57078,4220002173,395.9297
resolve,41287,4220002174,307.4898
resolve,63419,4220002175,296.4795
resolve,35298,4220002176,205.8969
resolve,34362,4220002177,328.6778
resolve,26881,4220002178,320.0436
resolve,14707,4220002179,245.7307
resolve,17516,4220002180,428.1615
resolve,45282,4220002181,220.9937
resolve,28000,4220002182,451.8772
resolve,56112,4220002183,388.9215
resolve,28716,4220002184,386.4684
resolve,21301,4220002185,345.7343
resolve,48118,4220002186,369.0654
resolve,63705,4220002187,270.46
resolve,56909,4220002188,207.3018
resolve,9956,4220002189,204.8717
resolve,9461,4220002190,401.8427
resolve,58392,4220002191,376.5692
resolve,65344,4220002192,354.9027
resolve,13015,4220002193,223.4651
resolve,15217,4220002194,478.2951
resolve,51318,4220002195,498.226
resolve,7764,4220002196,406.424
resolve,36190,4220002197,299.0646
resolve,42779,4220002198,363.3717
resolve,32051,4220002199,409.6221
resolve,11823,4220002200,493.6227
resolve,17696,4220002201,341.4147
resolve,38225,4220002202,234.7229
resolve,59233,4220002203,482.3349
resolve,12393,4220002204,246.6042
resolve,51989,4220002205,431.6988
resolve,51257,4220002206,320.2416
resolve,20846,4220002207,360.2039
resolve,38695,4220002208,468.4654
resolve,39136,4220002209,394.542
resolve,63797,4220002210,259.7476
resolve,9173,4220002211,346.4308
resolve,40691,4220002212,374.6652
resolve,56663,4220002213,251.6051
resolve,34446,4220002214,205.6245
resolve,21795,4220002215,414.0983
resolve,50675,4220002216,318.6369
resolve,55335,4220002217,435.808
resolve,11093,4220002218,286.4611
resolve,11554,4220002219,310.3606
resolve,11810,4220002220,203.3128
resolve,58155,4220002221,237.779
resolve,15736,4220002222,399.1992
resolve,10878,4220002223,376.0704
resolve,15327,4220002224,346.1306
resolve,6706,4220002225,417.7066
resolve,46028,4220002226,340.8846
resolve,48098,4220002227,290.7038
resolve,63579,4220002228,461.4529
resolve,29884,4220002229,414.8371
resolve,9421,4220002230,428.1206
resolve,62438,4220002231,254.0425
resolve,18010,4220002232,300.4322
resolve,65475,4220002233,216.7838
resolve,60267,4220002234,279.7465
resolve,25974,4220002235,414.3594
resolve,24367,4220002236,239.2355
resolve,63764,4220002237,451.0335
resolve,25103,4220002238,322.5456
resolve,61193,4220002239,409.7742
resolve,58017,4220002240,241.8805
resolve,46302,4220002241,433.0134
resolve,43576,4220002242,410.8785
resolve,12064,4220002243,213.3047
resolve,22946,4220002244,454.5594
resolve,23319,4220002245,373.5434
resolve,44517,4220002246,288.533
resolve,21655,4220002247,284.3775
resolve,7030,4220002248,220.5833
resolve,29122,4220002249,299.5539
resolve,7699,4220002250,323.496
resolve,15956,4220002251,461.4732
resolve,22433,4220002252,473.4618
resolve,41677,4220002253,230.0692
resolve,18663,4220002254,439.1708
resolve,36283,4220002255,398.737
resolve,35179,4220002256,424.5221
resolve,28562,4220002257,387.2927
resolve,58940,4220002258,335.8432
resolve,18903,4220002259,318.7489
resolve,53362,4220002260,424.3626
resolve,52974,4220002261,474.3601
resolve,17734,4220002262,321.4139
resolve,60820,4220002263,270.7594
resolve,49151,4220002264,286.8884
resolve,57890,4220002265,430.4241
resolve,57238,4220002266,355.7814
resolve,53466,4220002267,414.0531
resolve,27431,4220002268,211.2127
resolve,27564,4220002269,492.3638
resolve,51931,4220002270,430.3182
resolve,51134,4220002271,429.8569
resolve,8526,4220002272,402.9068
resolve,21617,4220002273,223.2389
resolve,62355,4220002274,496.6255
resolve,40070,4220002275,205.8535
resolve,18205,4220002276,209.7408
resolve,50642,4220002277,495.9778
resolve,8502,4220002278,397.7118
resolve,30459,4220002279,459.0422
resolve,61343,4220002280,243.2176
resolve,19249,4220002281,222.296
resolve,16457,4220002282,473.6767
resolve,26994,4220002283,282.8664
resolve,48888,4220002284,353.704
resolve,7144,4220002285,370.4648
resolve,12409,4220002286,285.1264
resolve,50878,4220002287,271.0945
resolve,15049,4220002288,302.717
resolve,42844,4220002289,226.6993
resolve,40959,4220002290,463.8667
resolve,43369,4220002291,299.4324
resolve,64398,4220002292,490.1491
resolve,30114,4220002293,316.6544
resolve,9969,4220002294,255.1334
resolve,62659,4220002295,425.559
resolve,28919,4220002296,478.479
resolve,58317,4220002297,409.3619
resolve,17122,4220002298,243.0809
resolve,9186,4220002299,347.777
resolve,54452,4220002300,272.999
resolve,25645,4220002301,266.0935
resolve,59358,4220002302,228.2158
resolve,50752,4220002303,361.0411
resolve,54773,4220002304,296.935
resolve,40108,4220002305,305.3161
resolve,48370,4220002306,420.5476
resolve,27074,4220002307,360.5513
resolve,39195,4220002308,366.8944
resolve,32982,4220002309,432.8235
resolve,19790,4220002310,443.2379
resolve,64015,4220002311,455.4553
resolve,55234,4220002312,360.5236
resolve,63607,4220002313,421.8504
resolve,43038,4220002314,232.5332
resolve,31203,4220002315,233.2188
resolve,25183,4220002316,416.3914
resolve,38501,4220002317,444.762
resolve,11437,4220002318,377.0106
resolve,9797,4220002319,219.1189
resolve,19205,4220002320,381.5452
resolve,17503,4220002321,369.2414
resolve,65490,4220002322,330.2689
resolve,19714,4220002323,500.6146
resolve,24442,4220002324,422.2962
resolve,39042,4220002325,329.4478
resolve,61368,4220002326,375.8701
resolve,24639,4220002327,364.2087
resolve,29007,4220002328,213.049
resolve,41482,4220002329,294.8947
resolve,31205,4220002330,490.5861
resolve,50366,4220002331,280.6557
resolve,29807,4220002332,351.5294
resolve,56840,4220002333,297.6096
resolve,24327,4220002334,224.9901
resolve,38826,4220002335,375.4256
resolve,38858,4220002336,318.1216
resolve,11579,4220002337,286.0758
resolve,14034,4220002338,313.0353
resolve,42458,4220002339,364.1085
resolve,56134,4220002340,497.7291
resolve,13455,4220002341,361.6763
resolve,17317,4220002342,457.9382
resolve,38131,4220002343,416.0048
resolve,29281,4220002344,404.7641
resolve,29321,4220002345,371.1347
resolve,9787,4220002346,498.4227
resolve,55455,4220002347,318.5485
resolve,31158,4220002348,211.8699
resolve,34043,4220002349,210.1744
resolve,65018,4220002350,294.189
resolve,15507,4220002351,404.7823
resolve,12045,4220002352,301.6392
resolve,39669,4220002353,446.4529
resolve,55163,4220002354,208.7106
resolve,53006,4220002355,221.546
resolve,20119,4220002356,220.8225
resolve,22497,4220002357,328.8473
resolve,26705,4220002358,429.62
resolve,18633,4220002359,253.3339
resolve,32245,4220002360,252.2309
resolve,16753,4220002361,443.5836
resolve,60029,4220002362,338.5401
resolve,31308,4220002363,218.1031
resolve,50321,4220002364,437.5541
resolve,39778,4220002365,378.0388
resolve,10444,4220002366,333.8273
resolve,49069,4220002367,295.8845
resolve,36743,4220002368,321.7969
resolve,54181,4220002369,204.3096
resolve,42774,4220002370,329.0248
resolve,27428,4220002371,451.114
resolve,64739,4220002372,367.2188
resolve,38907,4220002373,394.4243
resolve,40398,4220002374,386.2396
resolve,35896,4220002375,494.1356
resolve,34435,4220002376,214.1467
resolve,47505,4220002377,339.1648
resolve,12471,4220002378,344.1388
resolve,41371,4220002379,315.5408
resolve,26426,4220002380,431.5174
resolve,33756,4220002381,491.5237
resolve,60908,4220002382,412.8741
resolve,48298,4220002383,433.4116
resolve,20418,4220002384,417.8699
resolve,15299,4220002385,461.9591
resolve,42723,4220002386,241.0111
resolve,7953,4220002387,370.5026
resolve,19737,4220002388,408.3251
resolve,62536,4220002389,432.8037
resolve,53528,4220002390,216.922
resolve,29825,4220002391,314.4019
resolve,32942,4220002392,268.8761
resolve,47117,4220002393,331.26
resolve,31497,4220002394,213.964
resolve,28024,4220002395,293.3514
resolve,14195,4220002396,484.2172
resolve,24167,4220002397,322.77
resolve,21952,4220002398,466.0955
resolve,54289,4220002399,255.1799
resolve,17174,4220002400,300.9476
resolve,19728,4220002401,436.1274
resolve,48918,4220002402,204.1812
resolve,21136,4220002403,444.579
resolve,22394,4220002404,500.6843
resolve,46113,4220002405,314.4319
resolve,61020,4220002406,494.4515
resolve,30508,4220002407,291.6523
resolve,37283,4220002408,315.3124
resolve,17912,4220002409,374.0794
resolve,43522,4220002410,497.7414
resolve,22764,4220002411,340.6208
resolve,25038,4220002412,448.5856
resolve,18515,4220002413,481.836
resolve,26622,4220002414,284.5443
resolve,55130,4220002415,382.602
resolve,47316,4220002416,445.0252
resolve,32054,4220002417,385.4329
resolve,9588,4220002418,444.6923
resolve,45924,4220002419,234.9868
resolve,41445,4220002420,436.6537
resolve,10678,4220002421,277.7974
resolve,13110,4220002422,445.3017
resolve,8396,4220002423,200.2304
resolve,55605,4220002424,405.5258
resolve,25872,4220002425,452.8622
resolve,42264,4220002426,274.6871
resolve,35343,4220002427,469.9237
resolve,17540,4220002428,231.8748
resolve,13691,4220002429,312.851
resolve,57780,4220002430,242.0661
resolve,59263,4220002431,229.0952
resolve,55387,4220002432,368.4909
resolve,14026,4220002433,399.7352
resolve,15379,4220002434,414.5251
resolve,18298,4220002435,237.5901
resolve,17024,4220002436,412.161
resolve,28179,4220002437,247.186
resolve,43113,4220002438,484.3217
resolve,55766,4220002439,385.6031
resolve,51261,4220002440,280.3426
resolve,9261,4220002441,434.6142
resolve,32716,4220002442,406.4629
resolve,52499,4220002443,384.9929
resolve,17591,4220002444,450.2991
resolve,26650,4220002445,215.5933
resolve,16194,4220002446,333.8501
resolve,33432,4220002447,341.281
resolve,18087,4220002448,387.0538
resolve,17970,4220002449,490.5922
resolve,62690,4220002450,454.0428
resolve,60635,4220002451,497.0272
resolve,38232,4220002452,366.6844
resolve,47265,4220002453,295.1204
resolve,61569,4220002454,205.3033
resolve,23384,4220002455,272.937
resolve,31614,4220002456,310.9537
resolve,40562,4220002457,296.7387
resolve,62297,4220002458,212.7614
resolve,17129,4220002459,225.0787
resolve,28511,4220002460,366.7488
resolve,20415,4220002461,202.7671
resolve,58479,4220002462,387.2064
resolve,40474,4220002463,301.6057
resolve,45187,4220002464,455.9254
resolve,61216,4220002465,288.4764
resolve,37656,4220002466,465.1312
resolve,41206,4220002467,373.7388
resolve,24160,4220002468,420.975
resolve,60058,4220002469,223.0579
resolve,60370,4220002470,224.5469
resolve,26878,4220002471,273.0848
resolve,45597,4220002472,469.5624
resolve,65027,4220002473,427.7436
resolve,41108,4220002474,468.4137
resolve,21776,4220002475,382.1314
resolve,11029,4220002476,443.5887
resolve,18553,4220002477,414.8671
resolve,7298,4220002478,496.1794
resolve,55030,4220002479,223.9612
resolve,18873,4220002480,362.0185
resolve,57832,4220002481,322.0705
resolve,11453,4220002482,208.314
resolve,35007,4220002483,489.4172
resolve,53843,4220002484,448.4562
resolve,52557,4220002485,269.4246
resolve,19627,4220002486,283.5277
resolve,57425,4220002487,498.5684
resolve,57956,4220002488,234.5977
resolve,29751,4220002489,241.1063
resolve,59461,4220002490,394.9401
resolve,39020,4220002491,451.0333
resolve,20687,4220002492,451.3831
resolve,14112,4220002493,271.9811
resolve,46890,4220002494,269.5608
resolve,56509,4220002495,221.9761
resolve,28957,4220002496,285.8516
resolve,55047,4220002497,349.1257
resolve,26116,4220002498,491.7371
resolve,63908,4220002499,436.364
resolve,58099,4220002500,209.7152
resolve,11269,4220002501,421.7962
resolve,22479,4220002502,200.2318
resolve,33605,4220002503,406.1892
resolve,17816,4220002504,286.0483
resolve,47795,4220002505,217.465
resolve,51839,4220002506,291.344
resolve,35036,4220002507,440.3914
resolve,23008,4220002508,419.1932
resolve,62147,4220002509,357.9445
resolve,32531,4220002510,218.0506
resolve,62925,4220002511,314.9975
resolve,60838,4220002512,363.4356
resolve,21792,4220002513,469.6464
resolve,13362,4220002514,494.7521
resolve,31560,4220002515,301.0702
resolve,19875,4220002516,491.2377
resolve,7827,4220002517,238.3305
resolve,34577,4220002518,369.3065
resolve,8857,4220002519,203.2438
resolve,56295,4220002520,280.2372
resolve,24196,4220002521,328.8004
resolve,60359,4220002522,454.2213
resolve,32264,4220002523,342.7011
resolve,32460,4220002524,459.9977
resolve,18366,4220002525,363.9728
resolve,41980,4220002526,473.9327
resolve,52416,4220002527,337.4691
resolve,50566,4220002528,352.3011
resolve,52198,4220002529,496.3424
resolve,22193,4220002530,275.5412
resolve,47585,4220002531,279.9353
resolve,35636,4220002532,472.8975
resolve,23336,4220002533,315.4037
resolve,50242,4220002534,355.3803
resolve,58687,4220002535,498.1144
resolve,62601,4220002536,239.189
resolve,7511,4220002537,298.1467
resolve,32322,4220002538,334.184
resolve,57602,4220002539,465.3859
resolve,36428,4220002540,223.1402
resolve,56277,4220002541,362.1236
resolve,16778,4220002542,283.7163
resolve,25325,4220002543,249.5418
resolve,21315,4220002544,272.9244
resolve,31347,4220002545,319.9212
resolve,28034,4220002546,294.4102
resolve,33179,4220002547,418.47
resolve,48523,4220002548,462.2728
resolve,12510,4220002549,226.4763
resolve,19482,4220002550,360.8695
resolve,24509,4220002551,222.0181
resolve,53214,4220002552,281.8667
resolve,64534,4220002553,319.0401
resolve,24722,4220002554,326.7713
resolve,32926,4220002555,458.806
resolve,13994,4220002556,442.6252
resolve,39626,4220002557,289.4295
resolve,48047,4220002558,388.2371
resolve,29541,4220002559,391.5703
resolve,8409,4220002560,440.5281
resolve,21980,4220002561,207.3453
resolve,45787,4220002562,304.9484
resolve,25738,4220002563,337.4053
resolve,12137,4220002564,270.9908
resolve,55369,4220002565,350.9509
resolve,9423,4220002566,420.8572
resolve,57143,4220002567,328.5092
resolve,65019,4220002568,405.3423
resolve,64353,4220002569,401.3508
resolve,12176,4220002570,346.5216
resolve,61340,4220002571,202.0698
resolve,38416,4220002572,432.7487
resolve,59986,4220002573,462.9346
resolve,21734,4220002574,211.7275
resolve,31391,4220002575,323.3032
resolve,46425,4220002576,492.2262
resolve,23529,4220002577,330.4138
resolve,9644,4220002578,280.4139
resolve,47557,4220002579,412.2839
resolve,33665,4220002580,315.4667
resolve,46560,4220002581,300.9523
resolve,54174,4220002582,370.1412
resolve,27457,4220002583,240.2058
resolve,30251,4220002584,492.0103
resolve,44393,4220002585,347.8522
resolve,51879,4220002586,440.5795
resolve,61353,4220002587,329.9078
resolve,27960,4220002588,322.4247
resolve,25581,4220002589,467.9763
resolve,19911,4220002590,274.2032
resolve,57546,4220002591,321.5158
resolve,32522,4220002592,217.6109
resolve,53149,4220002593,499.4035
resolve,41723,4220002594,300.6372
resolve,58658,4220002595,354.5198
resolve,60753,4220002596,209.9622
resolve,53983,4220002597,403.9166
resolve,47722,4220002598,492.72
resolve,25958,4220002599,372.6578
resolve,57440,4220002600,468.4767
resolve,59609,4220002601,300.9979
resolve,50430,4220002602,465.9104
resolve,48023,4220002603,361.7867
resolve,59651,4220002604,280.3414
resolve,59741,4220002605,217.2043
resolve,19049,4220002606,362.7532
resolve,31803,4220002607,201.3968
resolve,26681,4220002608,437.7269
resolve,46629,4220002609,380.8076
resolve,49848,4220002610,341.3111
resolve,57781,4220002611,429.4009
resolve,19573,4220002612,209.1483
resolve,36580,4220002613,438.2226
resolve,46466,4220002614,386.9612
resolve,8503,4220002615,416.5649
resolve,13896,4220002616,378.0672
resolve,9781,4220002617,391.0587
resolve,52545,4220002618,285.3266
resolve,14225,4220002619,482.5037
resolve,20167,4220002620,476.377
resolve,39756,4220002621,206.4681
resolve,21042,4220002622,344.5489
resolve,44333,4220002623,376.0124
resolve,19647,4220002624,425.1755
resolve,13921,4220002625,472.9468
resolve,39525,4220002626,219.0581
resolve,62096,4220002627,455.1402
resolve,32107,4220002628,474.96
resolve,26470,4220002629,351.3696
resolve,19247,4220002630,396.4977
resolve,38909,4220002631,297.4714
resolve,22730,4220002632,465.7507
resolve,45089,4220002633,439.9847
resolve,60409,4220002634,281.052
resolve,46718,4220002635,389.8276
resolve,32003,4220002636,282.718
resolve,24090,4220002637,323.9462
resolve,42299,4220002638,230.296
resolve,36305,4220002639,274.1363
resolve,10346,4220002640,467.2496
resolve,44910,4220002641,317.5665
resolve,17301,4220002642,338.4178
resolve,32460,4220002643,217.5396
resolve,12833,4220002644,383.8308
resolve,63281,4220002645,302.059
resolve,45493,4220002646,259.3006
resolve,46894,4220002647,370.6062
resolve,6810,4220002648,469.3052
resolve,63367,4220002649,326.8525
resolve,36200,4220002650,466.9583
resolve,27963,4220002651,414.298
resolve,6883,4220002652,308.1738
resolve,65486,4220002653,330.7362
resolve,22270,4220002654,429.2179
resolve,31898,4220002655,413.2161
resolve,21676,4220002656,315.6906
resolve,21795,4220002657,497.0707
resolve,18522,4220002658,327.4576
resolve,17402,4220002659,239.8083
resolve,31540,4220002660,466.2106
resolve,30203,4220002661,298.5042
resolve,61231,4220002662,234.3018
resolve,25390,4220002663,405.1008
resolve,39020,4220002664,413.9631
resolve,45466,4220002665,410.8084
resolve,27626,4220002666,313.7163
resolve,45166,4220002667,302.3712
resolve,36750,4220002668,419.1217
resolve,32897,4220002669,492.4781
resolve,18762,4220002670,220.3243
resolve,62703,4220002671,428.853
resolve,46243,4220002672,481.2614
resolve,53632,4220002673,457.6483
resolve,20709,4220002674,205.4036
resolve,61185,4220002675,209.8258
resolve,16662,4220002676,485.9086
resolve,65291,4220002677,211.3914
resolve,53216,4220002678,256.0397
resolve,17265,4220002679,482.1944
resolve,9988,4220002680,297.6324
resolve,17357,4220002681,243.8999
resolve,17225,4220002682,253.2611
resolve,49346,4220002683,446.4511
resolve,36886,4220002684,314.9129
resolve,47065,4220002685,380.4183
resolve,35441,4220002686,404.2683
resolve,56292,4220002687,315.8495
resolve,57090,4220002688,500.3042
resolve,63161,4220002689,332.6889
resolve,12785,4220002690,201.5104
resolve,41337,4220002691,302.1806
resolve,11257,4220002692,481.2682
resolve,37967,4220002693,349.0152
resolve,31564,4220002694,220.1743
resolve,42527,4220002695,468.9821
resolve,40839,4220002696,439.5317
resolve,23084,4220002697,455.4951
resolve,34304,4220002698,246.8889
resolve,55218,4220002699,473.4164
resolve,28842,4220002700,263.9896
resolve,28170,4220002701,364.9829
resolve,8571,4220002702,220.5958
resolve,23100,4220002703,378.9404
resolve,6503,4220002704,441.5674
resolve,50908,4220002705,268.8873
resolve,36731,4220002706,403.0087
resolve,22526,4220002707,336.3596
resolve,58793,4220002708,438.1984
resolve,48244,4220002709,325.9418
resolve,37596,4220002710,406.6124
resolve,45622,4220002711,463.8398
resolve,48742,4220002712,252.2155
resolve,43260,4220002713,480.2564
resolve,25655,4220002714,362.2374
resolve,56835,4220002715,489.5855
resolve,55976,4220002716,224.896
resolve,53975,4220002717,264.8783
resolve,18263,4220002718,348.379
resolve,21569,4220002719,400.0871
resolve,45803,4220002720,205.0588
resolve,63444,4220002721,441.7176
resolve,47842,4220002722,269.0267
resolve,43973,4220002723,463.6751
resolve,44802,4220002724,322.6384
resolve,17118,4220002725,432.4274
